City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
181,pontes e lacerda,-15.2261,-59.3353,72.97,72.97,3,1.97,BR,1669013056
182,qaanaaq,77.484,-69.3632,-14.78,-14.78,21,6.62,GL,1669013057
183,clyde river,70.4692,-68.5914,-12.77,-12.77,0,13.8,CA,1669013058
184,ikeda,34.8221,135.4298,68.94,63.39,75,4.61,JP,1669012832
185,sur,22.5667,59.5289,81.64,81.64,0,6.58,OM,1669013059
186,nanortalik,60.1432,-45.2371,26.82,26.82,90,10.18,GL,1669013059
187,pochutla,15.7432,-96.4661,75.81,75.81,8,3.74,MX,1669013060
188,solnechnyy,50.7214,136.6319,21.9,21.9,72,6.22,RU,1669013061
189,kieta,-6.2167,155.6333,82.35,82.35,37,3.24,PG,1669013062
190,conde,-7.2597,-34.9075,72.86,72.86,20,4.61,BR,1669013062
191,vilcun,-38.65,-72.2333,39.94,39.94,1,2.26,CL,1669013063
192,torbay,47.6666,-52.7314,43.75,40.39,75,25.32,CA,1669013064
193,banda aceh,5.5577,95.3222,84.22,84.22,100,14.81,ID,1669013064
194,vilyuysk,63.7553,121.6247,-21.98,-21.98,62,1.81,RU,1669013065
195,boyolangu,-8.1181,111.8935,84.61,84.61,100,10.16,ID,1669013065
196,rio gallegos,-51.6226,-69.2181,41.05,41.05,0,2.3,AR,1669013066
197,saint-joseph,-21.3667,55.6167,80.98,79.11,8,2.24,RE,1669013058
198,abu zabad,12.35,29.25,79.61,79.61,0,15.23,SD,1669013067
199,ternate,0.8,127.4,82.92,82.92,91,5.86,ID,1669013068
200,otjiwarongo,-20.4637,16.6477,79.36,79.36,100,9.46,,1669013068
201,amazar,53.858,120.875,12.9,12.9,100,4.72,RU,1669013069
202,murdochville,48.9583,-65.5006,22.08,22.08,100,15.12,CA,1669013070
203,chuy,-33.6971,-53.4616,66.72,66.72,100,5.23,UY,1669013071
204,ketchikan,55.3422,-131.6461,42.51,42.51,100,6.8,US,1669013071
205,narsaq,60.9167,-46.05,26.82,26.82,100,1.05,GL,1669013072
206,carnarvon,-24.8667,113.6333,80.56,80.56,0,21.12,AU,1669013073
207,bengkulu,-3.8004,102.2655,83.46,83.46,15,10.45,ID,1669013073
208,moron,-34.6534,-58.6198,64.15,59.95,100,9.78,AR,1669013074
209,takoradi,4.8845,-1.7554,78.71,78.71,88,3.76,GH,1669013074
210,korem,12.5058,39.5228,58.5,58.5,0,7.25,ET,1669013075
211,avdon,54.6667,55.7167,11.52,11.25,75,0.0,RU,1669013076
212,aulla,44.2146,9.9678,52.95,49.33,11,2.82,IT,1669013076
213,xai-xai,-25.0519,33.6442,77.56,77.56,4,8.25,MZ,1669013077
214,nikki,9.9401,3.2108,72.34,72.34,12,3.78,BJ,1669013078
215,fonte boa,-2.4959,-66.2662,74.35,74.35,100,2.17,BR,1669013078
216,cabo san lucas,22.8909,-109.9124,70.61,69.19,16,2.35,MX,1669013079
217,inirida,3.8653,-67.9239,72.36,72.36,87,2.59,CO,1669013079
218,strezhevoy,60.7333,77.5889,-2.67,-2.67,100,12.64,RU,1669013080
219,saldanha,-33.0117,17.9442,64.45,64.45,59,16.13,ZA,1669013081
220,soyo,-6.1349,12.3689,77.54,77.54,100,2.59,AO,1669013082
221,kiunga,-6.1219,141.2906,83.71,83.71,95,1.05,PG,1669013082
222,rabo de peixe,37.8,-25.5833,67.28,65.71,75,10.36,PT,1669012931
223,kloulklubed,7.0419,134.2556,84.7,84.7,100,11.59,PW,1669013084
224,cody,44.5263,-109.0565,25.0,8.91,0,1.01,US,1669013058
225,nikolskoye,59.7035,30.7861,21.09,19.78,12,3.94,RU,1669013085
226,komsomolskiy,40.4272,71.7189,45.32,45.32,75,2.3,UZ,1669013086
227,huarmey,-10.0681,-78.1522,64.24,64.24,98,6.24,PE,1669013087
228,partizanskoye,55.5006,94.39,9.27,9.27,100,18.9,RU,1669013087
229,riyadh,24.6877,46.7219,64.54,64.54,3,8.05,SA,1669013088
230,poum,-20.2333,164.0167,80.19,80.19,44,11.23,NC,1669013089
231,gunjur,13.2019,-16.7339,64.47,64.47,0,3.44,GM,1669013089
232,jungapeo,19.45,-100.4833,61.81,61.81,98,5.91,MX,1669013090
233,codajas,-3.8367,-62.0569,77.52,77.52,98,0.92,BR,1669013091
234,wanning,18.8003,110.3967,76.89,76.89,100,10.54,CN,1669013091
235,robstown,27.7903,-97.6689,50.76,47.95,100,16.11,US,1669013092
236,bubaque,11.2833,-15.8333,81.64,81.64,92,10.0,GW,1669013093
237,pacific grove,36.6177,-121.9166,52.66,44.55,0,6.91,US,1669013094
238,kavieng,-2.5744,150.7967,84.67,84.67,100,10.92,PG,1669013094
239,kudahuvadhoo,2.6708,72.8944,81.37,81.37,23,22.1,MV,1669013095
240,san luis,-33.295,-66.3356,52.72,52.72,6,8.77,AR,1669013000
241,morondava,-20.2833,44.2833,82.31,82.31,17,10.69,MG,1669013096
242,samarai,-10.6167,150.6667,82.65,82.65,100,15.46,PG,1669013097
243,burewala,30.1667,72.65,80.15,80.15,0,5.79,PK,1669013079
244,yar-sale,66.8333,70.8333,5.43,5.43,100,15.61,RU,1669013098
245,trujillo,-8.116,-79.03,60.76,60.76,97,4.61,PE,1669013057
246,bakchar,57.0186,82.0711,-0.04,-0.04,22,6.02,RU,1669013099
247,suna,57.8338,50.0588,16.03,16.03,0,1.79,RU,1669013100
248,ancud,-41.8697,-73.8203,43.38,43.38,45,4.56,CL,1669013101
249,la ronge,55.1001,-105.2842,17.82,16.05,20,5.75,CA,1669013103
250,qaqortoq,60.7167,-46.0333,19.62,19.62,93,0.72,GL,1669013103
251,aberdeen,57.1437,-2.0981,33.49,27.09,100,3.44,GB,1669013105
252,saint-francois,46.4154,3.9054,38.68,35.04,0,2.3,FR,1669013106
253,fort morgan,40.2503,-103.8,26.02,21.85,0,5.75,US,1669013106
254,umm kaddadah,13.6017,26.6876,76.5,76.5,0,13.82,SD,1669013107
255,faya,18.3851,42.4509,59.11,57.72,4,3.38,SA,1669013108
256,ilulissat,69.2167,-51.1,21.22,21.22,75,4.61,GL,1669013109
257,leningradskiy,69.3833,178.4167,-24.12,-24.12,85,5.5,RU,1669013110
258,tocopilla,-22.092,-70.1979,62.31,62.31,22,2.46,CL,1669013110
259,aklavik,68.2191,-135.0107,6.51,6.51,100,4.16,CA,1669013111
260,bereda,43.2686,-7.5406,58.14,57.58,100,12.8,ES,1669013112
261,sorong,-0.8833,131.25,85.15,85.15,100,9.01,ID,1669012891
262,tambo,-14.8,-73.9167,41.52,41.52,100,1.3,PE,1669013113
263,sioux lookout,50.1001,-91.917,23.07,23.07,100,6.91,CA,1669013115
264,okha,53.5739,142.9478,23.04,23.04,32,9.17,RU,1669013116
265,qinggang,46.6833,126.0833,27.32,27.32,0,10.6,CN,1669013116
266,cap malheureux,-19.9842,57.6142,80.47,80.47,6,5.01,MU,1669013117
267,karaton,-6.3424,106.1045,85.51,85.51,13,9.57,ID,1669013117
268,miles city,46.4083,-105.8406,25.77,25.77,0,13.8,US,1669013120
269,carutapera,-1.195,-46.02,74.68,74.68,28,5.64,BR,1669013120
270,maldonado,-34.6667,-54.9167,63.79,63.23,100,1.43,UY,1669013121
271,amalapuram,16.5833,82.0167,81.82,81.82,100,6.87,IN,1669013122
272,mount gambier,-37.8333,140.7667,49.42,49.42,88,17.74,AU,1669013123
273,luanda,-8.8368,13.2343,78.8,78.8,75,6.91,AO,1669013123
274,wagar,16.1525,36.2032,83.19,83.19,0,9.42,SD,1669013124
275,touros,-5.1989,-35.4608,77.43,77.43,100,13.42,BR,1669013125
276,venafro,41.4834,14.0451,46.85,40.75,1,2.53,IT,1669013125
277,kochubey,44.3861,46.5825,56.55,56.55,100,10.98,RU,1669013126
278,svebolle,55.6518,11.2866,34.18,31.93,100,6.58,DK,1669013127
279,axim,4.8699,-2.2405,78.62,78.62,100,1.68,GH,1669013128
280,lannion,48.75,-3.4167,51.78,49.68,100,17.27,FR,1669013129
281,tamazunchale,21.2667,-98.7833,56.43,56.43,96,1.1,MX,1669013129
282,namibe,-15.1961,12.1522,73.4,73.4,100,8.97,AO,1669013130
283,kavaratti,10.5669,72.642,81.27,81.27,100,7.52,IN,1669013132
284,sao gabriel da cachoeira,-0.1303,-67.0892,73.53,73.53,99,1.41,BR,1669013133
285,dudinka,69.4058,86.1778,-27.44,-27.44,99,2.59,RU,1669013134
286,souillac,-20.5167,57.5167,82.78,82.78,40,18.41,MU,1669013134
287,puyo,-1.4667,-77.9833,64.11,64.11,100,3.53,EC,1669013135
288,guaraniacu,-25.1008,-52.8781,61.95,61.95,100,2.62,BR,1669013135
289,sept-iles,50.2001,-66.3821,23.0,18.05,20,10.36,CA,1669013136
290,forio,40.7342,13.8646,56.93,42.3,30,15.03,IT,1669013137
291,ulaanbaatar,47.9077,106.8832,14.13,14.13,40,2.24,MN,1669012940
292,saint-augustin,51.226,-58.6502,27.37,27.37,100,18.3,CA,1669013138
293,arman,59.7,150.1667,21.02,21.02,100,14.47,RU,1669013139
294,victoria,22.2855,114.1577,78.96,73.94,100,10.0,HK,1669013035
295,ampanihy,-24.7,44.75,79.09,79.09,30,9.62,MG,1669013140
296,canavieiras,-15.675,-38.9472,71.11,71.11,100,2.3,BR,1669013141
297,port hardy,50.6996,-127.4199,42.98,42.98,100,9.22,CA,1669013141
298,teguldet,57.3064,88.1667,-2.69,-2.69,100,8.97,RU,1669013142
299,coswig,51.1333,13.5833,36.99,34.99,100,3.44,DE,1669013143
300,scarborough,54.2797,-0.4044,38.66,27.97,72,7.96,GB,1669013144
301,bonnyville,54.2668,-110.735,24.12,17.4,100,3.27,CA,1669013110
302,telemaco borba,-24.3239,-50.6156,59.31,59.31,28,1.74,BR,1669013145
303,sao lourenco do sul,-31.3653,-51.9783,68.54,68.54,100,8.99,BR,1669013145
304,parauna,-16.9478,-50.4486,66.06,66.06,4,2.71,BR,1669013146
305,yulara,-25.2406,130.9889,83.64,83.64,55,10.04,AU,1669013147
306,orchard homes,46.8633,-114.0484,10.54,8.58,0,3.44,US,1669013147
307,deputatskiy,69.3,139.9,-24.9,-24.9,57,2.17,RU,1669013148
308,campo grande,-20.4428,-54.6464,78.35,78.35,20,10.36,BR,1669013148
309,romny,50.751,33.4747,32.67,32.67,100,5.26,UA,1669013149
310,brae,60.3964,-1.353,45.05,45.05,100,16.15,GB,1669013150
311,hamilton,39.1834,-84.5333,27.88,17.04,0,8.05,US,1669012873
312,hukuntsi,-24.0,21.75,83.97,83.97,100,13.67,BW,1669013151
313,lasa,46.6166,10.7002,38.28,38.28,89,4.34,IT,1669013151
314,talas,38.6908,35.5538,43.47,43.47,100,2.3,TR,1669013152
315,trebinje,42.7119,18.3442,48.76,48.54,75,12.66,BA,1669013153
316,wuchi,29.3786,103.023,47.91,47.91,75,3.69,CN,1669013153
317,suchiate,14.55,-92.2167,76.35,76.35,100,4.36,MX,1669013154
318,tulun,54.5611,100.5792,12.51,12.51,100,3.36,RU,1669013154
319,nome,64.5011,-165.4064,30.27,28.11,100,0.0,US,1669013069
320,abu kamal,34.4506,40.9171,65.73,65.73,97,4.76,SY,1669013155
321,menongue,-14.6585,17.691,75.52,75.52,100,6.53,AO,1669013156
322,renala khurd,30.8833,73.6,78.89,78.89,0,7.29,PK,1669013157
323,picota,-6.9197,-76.3304,73.33,73.33,99,0.38,PE,1669013157
324,iquique,-20.2208,-70.1431,62.64,62.64,28,1.43,CL,1669013158
325,sao filipe,14.8961,-24.4956,74.52,74.52,49,9.86,CV,1669013158
326,esso,55.9333,158.7,14.4,14.4,100,4.18,RU,1669013159
327,peterhead,57.5058,-1.7981,27.0,27.0,100,14.65,GB,1669013160
328,edendale,-29.6528,30.3147,75.49,75.49,7,3.27,ZA,1669013160
329,jieshi,22.8134,115.8257,75.42,75.42,100,21.21,CN,1669013161
330,bang saphan,11.2126,99.5117,79.21,79.21,100,1.74,TH,1669013161
331,rio grande,-32.035,-52.0986,69.06,69.06,100,15.19,BR,1669013162
332,mokhsogollokh,61.4681,128.9203,-14.73,-14.73,100,2.95,RU,1669013163
333,villarrica,-25.75,-56.4333,70.2,70.2,100,4.54,PY,1669013163
334,alban,4.8766,-74.4377,57.61,57.61,99,3.36,CO,1669013164
335,champerico,14.3,-91.9167,77.07,77.07,100,4.59,GT,1669013165
336,scottsbluff,41.8666,-103.6672,27.72,21.43,0,8.05,US,1669013165
337,sitka,57.0531,-135.33,48.09,48.09,100,14.97,US,1669013166
338,valparaiso,-33.0393,-71.6273,49.64,49.64,0,5.75,CL,1669013166
339,lompoc,34.6391,-120.4579,52.84,39.09,0,10.36,US,1669013167
340,dalianwan,39.0286,121.695,50.04,50.04,0,11.18,CN,1669013168
341,port macquarie,-31.4333,152.9167,84.88,84.88,37,12.24,AU,1669013169
342,amvrosiyivka,47.7935,38.4777,51.12,51.12,100,5.79,UA,1669013169
343,mocuba,-16.8392,36.9856,88.2,88.2,6,6.38,MZ,1669013170
344,dillon,34.4166,-79.3712,35.89,28.49,90,5.93,US,1669013171
345,flinders,-34.5833,150.8552,66.06,63.25,0,22.19,AU,1669013171
346,hasaki,35.7333,140.8333,63.21,63.0,79,9.78,JP,1669013172
347,mikun,62.3547,50.0771,22.89,22.89,100,6.49,RU,1669013173
348,benin,9.5,2.25,72.1,72.1,96,2.3,BJ,1669013173
349,sri madhopur,27.4667,75.6,77.63,77.63,0,6.98,IN,1669013174
350,varhaug,58.6147,5.6457,29.86,26.15,19,6.46,NO,1669013175
351,egvekinot,66.3167,-179.1667,-13.83,-13.83,100,13.4,RU,1669013175
352,dingle,10.9995,122.6711,84.63,84.63,85,7.52,PH,1669013176
353,praia da vitoria,38.7333,-27.0667,63.75,62.85,40,2.66,PT,1669013177
354,ballina,-28.8667,153.5667,89.02,87.78,100,6.62,AU,1669013178
355,boffa,10.1667,-14.0333,72.5,72.5,93,3.4,GN,1669013178
356,bathsheba,13.2167,-59.5167,81.21,81.21,40,21.85,BB,1669013179
357,omaruru,-21.4333,15.9333,78.78,78.78,99,6.17,,1669013179
358,ulety,51.3572,112.4849,17.11,17.11,49,0.89,RU,1669013180
359,dunedin,-45.8742,170.5036,57.79,57.79,100,1.99,NZ,1669013181
360,moose factory,51.2585,-80.6094,12.18,10.4,100,13.8,CA,1669013182
361,lakselv,70.0513,24.9718,8.42,8.42,0,5.75,NO,1669013182
362,opuwo,-18.0607,13.84,79.41,79.41,93,4.34,,1669013183
363,norman wells,65.282,-126.8329,19.44,19.44,100,5.75,CA,1669013183
364,constitucion,-35.3333,-72.4167,54.88,54.88,1,7.18,CL,1669013184
365,broken hill,-31.95,141.4333,66.56,66.56,0,25.21,AU,1669013185
366,mattru,7.6244,-11.8332,73.13,73.13,98,2.21,SL,1669013186
367,anito,12.4497,125.2886,81.82,81.82,23,7.0,PH,1669013186
368,namatanai,-3.6667,152.4333,83.1,83.1,100,8.63,PG,1669013187
369,khasan,42.4308,130.6434,43.65,43.65,7,17.29,RU,1669013187
370,chernoyerkovskaya,45.4331,37.7686,61.41,61.41,100,9.55,RU,1669013188
371,kita,13.0349,-9.4895,71.2,71.2,100,2.06,ML,1669013189
372,plaster rock,46.9065,-67.39,16.59,15.96,100,12.37,CA,1669013189
373,imbituba,-28.24,-48.6703,66.52,66.52,45,9.46,BR,1669013190
374,forecariah,9.4306,-13.0881,73.27,73.27,96,3.06,GN,1669013191
375,vanimo,-2.6741,141.3028,83.37,83.37,34,5.55,PG,1669013191
376,kaa-khem,51.6833,94.7333,12.79,12.79,100,2.66,RU,1669013192
377,neiafu,-18.65,-173.9833,78.48,78.48,100,8.57,TO,1669013192
378,iqaluit,63.7506,-68.5145,10.13,10.13,100,4.61,CA,1669013151
379,babstovo,48.1167,132.4833,20.34,20.34,39,5.06,RU,1669013193
380,kokstad,-30.5472,29.4241,71.35,71.35,14,3.65,ZA,1669013194
381,necochea,-38.5473,-58.7368,55.81,55.81,100,15.95,AR,1669013195
382,okuchi,32.0667,130.6167,70.48,69.71,88,3.47,JP,1669013195
383,kitgum,3.2783,32.8867,81.75,81.75,99,5.95,UG,1669013196
384,dmytrivka,45.9717,28.9864,48.52,48.52,100,14.76,UA,1669013167
385,beyneu,45.3167,55.2,48.31,48.31,100,7.09,KZ,1669013197
386,daru,-9.0763,143.2092,84.51,84.51,87,8.3,PG,1669013197
387,hurghada,27.2574,33.8129,73.44,73.44,0,6.91,EG,1669012924
388,kysyl-syr,63.8986,122.7617,-26.48,-26.48,83,1.32,RU,1669013199
389,nokaneng,-19.6667,22.2667,92.05,92.05,12,7.4,BW,1669013199
390,saint-pierre,-21.3393,55.4781,82.08,80.19,0,13.8,RE,1669013200
391,decatur,39.8403,-88.9548,30.25,24.98,0,16.11,US,1669013163
392,andrews,32.3187,-102.5457,36.66,30.6,100,6.91,US,1669013201
393,salina cruz,16.1667,-95.2,72.03,72.03,49,20.04,MX,1669013201
394,damoh,23.8333,79.45,75.33,75.33,9,5.06,IN,1669013202
395,pevek,69.7008,170.3133,-8.36,-8.36,100,7.45,RU,1669013203
396,loucovice,48.6202,14.2575,36.12,34.03,100,10.92,CZ,1669013203
397,bethlehem,-1.4558,-48.5044,78.84,78.84,75,4.61,BR,1669013204
398,odate,40.2686,140.5683,59.14,59.14,75,3.44,JP,1669013204
399,robinson,31.4677,-97.1147,41.86,39.2,100,3.44,US,1669013023
400,tual,-5.6667,132.75,85.06,85.06,100,11.48,ID,1669013206
401,araouane,18.9048,-3.5265,67.39,67.39,91,12.48,ML,1669013206
402,adrar,20.5022,-10.0711,64.54,64.54,0,13.22,MR,1669013207
403,punta alta,-38.8759,-62.0736,58.53,58.53,0,12.28,AR,1669013208
404,nouadhibou,20.931,-17.0347,67.69,67.69,0,15.66,MR,1669013208
405,margate,51.3813,1.3862,43.9,39.69,100,10.27,GB,1669013210
406,tucuman,-26.8241,-65.2226,64.4,64.4,75,18.41,AR,1669013210
407,alice springs,-23.7,133.8833,76.55,76.55,100,14.97,AU,1669013211
408,churapcha,62.0025,132.4325,-23.94,-23.94,82,4.09,RU,1669013212
409,okhotsk,59.3833,143.3,20.73,20.73,100,13.31,RU,1669013212
410,pyapon,16.2833,95.6833,86.86,86.86,6,6.46,MM,1669013213
411,macara,-4.3833,-79.95,67.87,67.87,99,0.78,EC,1669013214
412,buchanan,5.8808,-10.0467,74.79,74.79,100,4.05,LR,1669013214
413,kautokeino,69.0125,23.0412,5.59,5.59,0,1.36,NO,1669013215
414,mana,5.6592,-53.7767,77.0,77.0,91,9.98,GF,1669013215
415,yining,29.0361,114.5636,67.82,67.82,100,0.81,CN,1669013216
416,nguruka,-5.1092,31.0419,66.36,66.36,100,1.97,TZ,1669013217
417,seoul,37.5683,126.9778,61.99,56.64,75,6.91,KR,1669013132
418,erenhot,43.6475,111.9767,36.97,36.97,8,12.91,CN,1669013218
419,iwaki,37.05,140.8833,61.41,61.02,80,1.01,JP,1669013218
